"fromuserid","touserid","numbercalls","secondscalls"
"350011","350221","11","875"
"350120","350339","12","1137"
"350069","350041","10","2026"
"350186","350018","18","2644"
"350177","350231","12","2590"
"350082","350307","18","3578"
"350172","350155","4","150"
"350139","350301","15","2075"
"350074","350338","15","2746"
"350067","350080","20","2262"
"350107","388018","17","1752"
"350128","350148","3","2552"
"350089","350037","10","427"
"350170","350182","8","1873"
"350027","350153","5","2342"
"350198","350327","14","3441"
"350140","350038","18","1618"
"350175","350262","4","3589"
"350106","350168","7","173"
"350008","350018","10","2180"
"350181","350027","10","1899"
"350131","350294","13","3533"
"491615","350120","7","2937"
"350124","350120","15","2185"
"350099","350104","9","1024"
"350085","350080","13","964"
"350035","350055","4","2869"
"350193","350159","17","1697"
"350075","350082","12","5666"
"350185","350122","3","596"
"350068","350329","17","2407"
"576832","350017","13","1493"
"350156","350319","19","3594"
"350148","350156","16","1954"
"350112","350040","20","2826"
"350182","350370","9","465"
"350015","357758","5","1933"
"350081","350111","14","3018"
"350154","350051","14","1436"
"350126","350390","13","808"
"350071","350366","19","494"
"350044","350389","9","1113"
"350165","350210","8","2064"
"350032","350266","7","1391"
"350055","350067","3","2908"
"350060","350069","20","1035"
"350162","350187","20","2905"
"350111","350113","6","2085"
"350133","350286","8","2424"
"350058","350377","3","1772"
"350153","350165","15","968"
"350041","350227","13","1679"
"350192","350186","18","1897"
"350113","350194","14","101"
"489312","350018","3","84"
"350042","350311","19","2040"
"350150","350029","10","762"
"350026","350049","6","2362"
"350091","350342","2","898"
"350195","350298","20","3180"
"350189","350338","11","1371"
"350080","350281","16","1361"
"350002","350303","15","828"
"350039","350043","29","3642"
"350052","350190","10","925"
"350105","350353","25","1946"
"350134","350239","7","2729"
"350137","350209","3","2554"
"350119","350127","3","474"
"350159","350170","17","1000"
"350033","350235","7","3401"
"350021","350396","13","911"
"350076","350356","2","2556"
"350046","350382","7","3442"
"350184","350322","7","3263"
"464386","350106","10","2781"
"350147","350149","4","3368"
"350094","350063","11","3478"
"350028","350387","13","484"
"350168","350183","18","3178"
"350102","350053","9","2567"
"350146","350303","11","2612"
"350187","350260","13","1308"
"350036","350358","20","828"
"350194","350209","6","3006"
"433648","350277","3","2039"
"350038","350020","7","2857"
"350023","350061","14","230"
"350022","350298","16","3243"
"350018","350091","7","1719"
"350160","350349","13","1142"
"350025","350030","17","1963"
"350084","350069","17","1522"
"350110","350387","19","2467"
"350158","350135","4","1618"
"397902","350118","3","1452"
"350143","350253","12","1863"
"350108","350133","20","759"
"350116","350370","9","765"
"350138","350258","12","3066"
"350030","350064","2","1540"
"350072","357758","3","3213"
"350167","350168","14","1439"
"350109","350387","12","643"
"350171","350297","4","102"
"350019","350189","8","1562"
"350063","350318","18","1469"
"350098","350193","11","688"
"350011","350275","5","688"
"350120","350380","4","1815"
"350069","350014","1","3040"
"350186","350030","6","2309"
"350177","350077","13","3007"
"350082","350327","20","1212"
"350172","350163","2","1203"
"350139","350309","18","972"
"350074","350339","15","1663"
"350067","350191","12","3259"
"350107","350106","5","2751"
"350128","350121","12","3123"
"350089","350091","17","3399"
"350170","350044","2","3146"
"350027","350111","1","3305"
"350198","350189","16","1695"
"350140","350146","15","2247"
"350175","350216","12","1509"
"350106","350099","20","3777"
"350008","350349","3","1325"
"350181","350050","7","2057"
"350131","350079","3","2886"
"491615","350139","15","3077"
"350124","350001","15","1666"
"350099","350004","5","60"
"350085","350399","15","3437"
"350035","350105","2","2324"
"350193","350155","9","1775"
"350075","350113","4","156"
"350185","350368","11","2457"
"350068","350379","20","706"
"576832","350044","7","2378"
"350156","350342","13","3347"
"350148","350210","10","2198"
"350112","350113","16","399"
"350182","350398","20","1157"
"350015","433648","5","2561"
"350081","350334","4","789"
"350154","350057","17","16"
"350126","388018","14","3519"
"350071","350074","16","162"
"350044","350394","8","2977"
"350165","350072","2","2358"
"350032","350288","16","1117"
"350055","350163","5","1146"
"350060","350123","13","195"
"350162","388018","1","2545"
"350111","350359","19","1618"
"350133","350323","8","604"
"350058","350343","4","2119"
"350153","350142","20","2614"
"350041","350054","9","750"
"350192","350198","2","3014"
"350113","350344","17","1766"
"489312","350210","4","2324"
"350042","350322","13","1937"
"350150","350025","7","2635"
"350026","350218","20","389"
"350091","350343","7","630"
"350195","350343","14","2462"
"350189","350366","10","913"
"350080","350054","2","3458"
"350002","350309","12","522"
"350039","350020","22","4008"
"350052","350263","4","1894"
"350105","350130","14","1637"
"350134","350132","20","3542"
"350137","350248","18","1667"
"350119","350081","1","909"
"350159","350320","8","1916"
"350033","350143","1","2486"
"350021","350354","17","2959"
"350076","350398","10","1722"
"350046","576832","6","810"
"350184","350080","12","630"
"464386","350352","4","1661"
"350147","350018","5","902"
"350094","350309","2","3436"
"350028","350291","4","1811"
"350168","388018","1","2980"
"350102","350372","2","767"
"350146","350329","16","792"
"350187","350368","20","1547"
"350036","350369","15","401"
"350194","350205","7","2232"
"433648","350081","14","1404"
"350038","350308","18","1123"
"350023","350019","20","445"
"350022","350303","1","1942"
"350018","350291","32","4437"
"350160","350357","14","144"
"350025","350176","2","556"
"350084","350088","19","2084"
"350110","464386","6","17"
"350158","350166","15","1764"
"397902","350142","18","373"
"350143","350256","18","1433"
"350108","350110","6","1318"
"350116","350282","3","2795"
"350138","350139","13","1302"
"350030","350029","11","1239"
"350072","650417","13","1924"
"350109","350233","12","1309"
"350171","350340","14","2575"
"350019","350339","11","258"
"350063","350007","14","1309"
"350098","350020","4","700"
"350011","350006","11","852"
"350120","350381","21","1955"
"350069","350068","25","4967"
"350186","350049","16","2670"
"350177","350323","13","206"
"350082","350337","11","458"
"350172","350182","3","1979"
"350139","350311","12","870"
"350074","350342","17","185"
"350067","350053","3","614"
"350107","350287","9","534"
"350128","350206","10","345"
"350089","350302","31","1224"
"350170","350194","12","218"
"350027","350076","20","1292"
"350198","350058","11","26"
"350140","350219","13","558"
"350175","350147","10","3329"
"350106","350034","2","741"
"350181","350064","10","5049"
"350131","350171","1","2152"
"491615","350039","1","1869"
"350124","350128","17","2467"
"350099","350400","17","173"
"350085","350184","18","1429"
"350035","350393","1","1980"
"350193","350036","2","1110"
"350185","350180","19","847"
"350068","350364","1","55"
"576832","350152","7","2459"
"350156","350348","13","1268"
"350148","350141","11","6577"
"350112","350317","20","3024"
"350182","388018","2","2453"
"350096","350290","20","3099"
"350081","350196","7","2856"
"350154","350066","11","1003"
"350180","350185","23","4569"
"350071","350059","14","976"
"350044","650417","3","3387"
"350165","350164","9","1696"
"350032","350294","2","847"
"350060","350323","16","1080"
"350162","350141","16","2990"
"350111","350121","17","1867"
"350133","350337","7","402"
"350058","350116","14","2925"
"350153","350215","12","2485"
"350041","350327","2","289"
"350192","350294","17","3489"
"350113","350117","14","148"
"489312","350072","18","754"
"350042","350324","17","108"
"350150","350313","12","1081"
"350026","350249","2","611"
"350091","350345","18","1439"
"350195","464386","10","3486"
"350189","350376","14","662"
"350080","350081","15","796"
"350002","350320","20","2172"
"350052","350221","15","1745"
"350134","350128","9","400"
"350137","350075","9","2396"
"350119","350112","12","2904"
"350159","350147","1","3495"
"350033","350024","7","1645"
"350021","350277","11","627"
"350076","433648","3","3556"
"350046","650417","17","3295"
"350184","350180","7","3401"
"464386","350137","4","742"
"350147","350145","9","2662"
"350094","350013","2","2635"
"350028","350172","15","2900"
"350168","350160","14","223"
"350102","350326","3","2217"
"350146","350380","12","2961"
"350187","350141","12","3244"
"350036","350372","9","2594"
"350194","350182","16","130"
"433648","350381","4","920"
"350038","350039","5","753"
"350023","350015","19","2112"
"350022","350304","13","2457"
"350018","350172","1","2959"
"350160","350367","1","600"
"350025","350038","9","3128"
"350084","350238","9","763"
"350110","491615","12","2700"
"350158","350358","19","3381"
"397902","350159","13","2242"
"350143","350274","6","3510"
"350108","350010","9","2962"
"350138","350193","12","2563"
"350030","350041","14","1047"
"350024","350019","12","3200"
"350171","350350","11","1946"
"350019","350089","9","1052"
"350063","350061","14","252"
"350098","350093","13","2728"
"350011","350010","7","2026"
"350120","489312","18","2741"
"350186","350241","10","81"
"350177","350150","16","1377"
"350082","350347","19","783"
"350172","350094","1","1404"
"350139","350318","11","2064"
"350074","350345","4","2649"
"350067","350257","15","2173"
"350107","350156","14","1772"
"350128","350129","13","3501"
"350089","350260","7","364"
"350170","350290","14","2274"
"350198","350331","20","1238"
"350140","350142","13","140"
"350175","350293","9","2094"
"350106","350322","5","3326"
"350181","350085","11","3529"
"350131","350298","19","359"
"491615","350093","15","1453"
"350124","350036","11","2964"
"350099","350096","11","1471"
"350085","397902","6","2559"
"350035","350274","16","3445"
"350193","350259","5","2808"
"350185","350372","25","3499"
"350068","350245","10","290"
"350156","350350","19","2652"
"350148","350149","16","2375"
"350112","350248","18","2266"
"350191","350198","20","3442"
"350096","491615","17","710"
"350081","350146","1","1806"
"350154","350112","9","470"
"350180","350377","2","1890"
"350071","350078","5","1054"
"350093","350175","5","213"
"350165","350195","7","1074"
"350032","350325","13","3540"
"350060","350373","4","1129"
"350162","350237","19","2186"
"350111","491615","14","2701"
"350133","350369","15","3321"
"350058","350308","6","1102"
"350153","350042","18","441"
"350041","350112","4","2608"
"350192","491615","13","2543"
"350113","350171","19","984"
"489312","350195","3","947"
"350042","350335","6","2724"
"350150","350152","6","3222"
"350026","350322","18","2930"
"350091","350347","7","826"
"350195","489312","19","1107"
"350189","350378","13","245"
"350080","350066","4","2701"
"350002","350349","19","1686"
"350052","350002","19","2432"
"350134","350224","17","2998"
"350137","350029","8","3469"
"350119","350312","11","2093"
"350159","350155","17","2980"
"350033","350036","18","3358"
"350076","489312","10","3250"
"350123","350115","10","909"
"464386","350383","15","3447"
"350147","350141","16","1986"
"350094","491615","9","959"
"350028","350226","9","501"
"350168","350164","19","3269"
"350102","350153","18","386"
"350146","350385","8","2883"
"350187","350291","11","2976"
"350036","350375","13","2410"
"350194","350236","10","3230"
"433648","350208","17","3414"
"350038","350051","3","1945"
"350023","350027","4","3189"
"350022","350307","7","1873"
"350018","350268","17","3472"
"350160","350377","14","2736"
"350025","350388","10","511"
"350157","350151","2","2860"
"350158","350151","13","679"
"397902","350160","11","2661"
"350143","350311","12","2020"
"350108","350041","4","3327"
"350030","350037","8","2030"
"350024","350027","11","2855"
"350171","350370","20","3169"
"350063","350134","8","2155"
"350098","350339","12","452"
"350011","350233","1","2067"
"350045","350042","15","3545"
"350186","350122","2","1789"
"350177","350204","15","938"
"350082","350354","17","300"
"350172","350167","13","2465"
"350139","350319","1","2991"
"350074","350355","12","2622"
"350067","350072","2","3563"
"350107","350210","4","2091"
"350128","350225","19","547"
"350089","350129","8","2306"
"350170","576832","15","1361"
"350198","350074","20","1178"
"350140","350077","10","2476"
"350175","350174","4","1978"
"350106","350107","14","3460"
"350181","350129","16","1143"
"350131","350394","10","2018"
"491615","350166","4","838"
"350124","350186","12","1931"
"350099","350108","8","3529"
"350085","350084","17","1626"
"350035","350155","10","2253"
"350193","350194","2","581"
"350068","350072","14","2187"
"350156","350351","1","1690"
"350148","350341","18","2830"
"350191","350252","19","2904"
"350096","350098","2","3159"
"350081","350027","17","254"
"350154","350118","18","875"
"350180","350170","13","582"
"350071","350324","19","878"
"350093","491615","15","93"
"350165","350214","10","677"
"350032","350329","1","1270"
"350060","350400","1","354"
"350162","350364","4","98"
"350111","350290","4","2109"
"350132","350129","18","2148"
"350058","350243","3","1455"
"350153","350150","20","2311"
"350041","350035","9","3012"
"350113","350052","15","3525"
"489312","350399","17","3217"
"350042","350348","16","3389"
"350150","350156","11","295"
"350026","350184","11","1748"
"350091","350350","12","3350"
"350151","350110","7","3361"
"350189","350383","3","2045"
"350002","350360","3","1747"
"350052","350398","19","43"
"350134","350278","3","2009"
"350137","350048","2","622"
"350119","350270","15","43"
"350159","350397","6","3226"
"350033","350032","4","3046"
"350196","350274","18","3241"
"350123","350127","13","3576"
"464386","350318","8","3481"
"350147","350153","8","2966"
"350094","350086","12","1266"
"350028","350322","13","371"
"350168","489312","9","1477"
"350102","464386","2","1013"
"350146","350395","19","620"
"350187","350095","12","4752"
"350036","650417","13","2024"
"350194","350040","3","373"
"433648","350400","6","759"
"350038","350243","1","853"
"350023","350346","18","158"
"350022","350308","4","2667"
"350018","350349","14","2430"
"350160","350398","11","3490"
"350025","350011","19","1100"
"350157","350224","18","1788"
"397902","350161","18","3414"
"350143","350324","2","3148"
"350108","350095","9","3235"
"350024","350369","11","1293"
"350171","350383","16","3521"
"350063","350057","23","4269"
"350098","350166","19","3505"
"350011","350383","19","3486"
"350045","350046","4","142"
"350186","350314","20","1722"
"350177","350331","3","1937"
"350082","350380","10","692"
"350172","350186","15","401"
"350139","350347","20","2013"
"350074","350370","1","786"
"350107","350314","9","2171"
"350128","350125","20","2267"
"350089","350087","3","2914"
"350170","350167","15","1597"
"350140","350096","5","146"
"350175","350397","11","25"
"350106","350203","4","172"
"350181","350136","3","1971"
"491615","350370","15","328"
"350124","350121","12","3074"
"350099","350285","5","1337"
"350085","350330","2","2745"
"350035","350036","5","769"
"350156","350354","19","836"
"350191","350387","10","1027"
"350096","350094","3","3256"
"350081","350250","2","3097"
"350154","350120","9","3166"
"350180","350051","19","3397"
"350071","350378","1","1359"
"350093","350098","11","1753"
"350165","350245","7","3279"
"350032","350342","3","3579"
"350060","350035","10","4693"
"350162","350041","1","2409"
"350111","350106","37","4800"
"350132","350137","19","3576"
"350058","350393","11","1443"
"350153","350188","8","3"
"350041","350185","4","3139"
"489312","350149","11","2566"
"350042","350352","2","919"
"350150","350260","18","1505"
"350026","350203","4","3451"
"350091","350390","8","3143"
"350151","350310","3","1124"
"350189","350388","11","1646"
"350002","350365","17","994"
"350134","350124","8","2411"
"350137","350133","17","3418"
"350159","350040","10","3596"
"350033","350028","16","3033"
"350196","350382","3","3342"
"350123","350273","10","963"
"464386","350091","4","2412"
"350147","350226","6","2434"
"350028","350395","19","1996"
"350168","350045","11","1437"
"350102","350034","8","622"
"350146","350398","5","2572"
"350079","350024","9","1271"
"433648","350185","11","367"
"350038","350143","13","3207"
"350022","350323","7","2629"
"350018","350153","11","300"
"350070","350095","16","2573"
"350025","397902","9","1676"
"350157","350155","13","569"
"397902","350164","16","676"
"350143","350374","10","3505"
"350108","350114","2","3082"
"350024","350323","12","2935"
"350171","388018","11","1177"
"350063","350234","20","2669"
"350098","350262","15","963"
"350045","350196","1","1339"
"350186","350368","6","2258"
"350177","350381","20","442"
"350082","433648","19","286"
"350172","350121","8","3179"
"350139","350349","14","1072"
"350074","350371","10","1168"
"350107","350045","21","3610"
"350128","350137","11","2074"
"350089","350095","2","2298"
"350170","350175","11","421"
"350140","350031","13","3159"
"350175","350370","10","759"
"350181","350156","3","270"
"491615","350389","19","3190"
"350124","350117","19","2138"
"350099","350131","9","486"
"350035","350013","16","247"
"350156","350376","5","656"
"350191","350160","1","388"
"350096","350298","1","3228"
"350081","350035","15","20"
"350154","350130","7","779"
"350180","350174","14","3535"
"350071","350224","9","10"
"350093","350248","18","3239"
"350165","350126","9","3457"
"350032","350359","14","1923"
"350060","350131","12","3486"
"350162","350245","4","479"
"350111","350394","2","3351"
"350132","350233","13","3081"
"350153","350146","17","54"
"350042","350361","16","3257"
"350026","350361","1","3134"
"350091","350391","20","1187"
"350151","350264","8","1490"
"350189","350389","10","2909"
"350002","350381","5","1201"
"350134","350136","5","1070"
"350137","350014","11","1224"
"350159","350163","1","1170"
"350033","350040","2","1097"
"350196","350209","17","1897"
"350123","350154","12","2782"
"464386","350099","13","313"
"350102","350115","18","2566"
"350146","350399","18","2688"
"350079","350216","19","2769"
"433648","350066","8","1742"
"350038","350301","3","3445"
"350022","350352","2","2537"
"350018","350015","3","898"
"350070","350072","4","2668"
"350025","350307","10","2489"
"350157","350113","17","1711"
"397902","350169","20","2561"
"350143","350398","2","914"
"350108","350122","13","436"
"350024","350377","1","3229"
"350073","350075","13","722"
"350063","350019","11","2542"
"350098","350335","20","3358"
"350045","350346","8","1081"
"350177","350166","18","1701"
"350082","464386","1","1204"
"350172","350398","16","660"
"350139","350355","17","2916"
"350074","350382","20","995"
"350107","350214","12","444"
"350128","350133","19","2674"
"350170","350171","2","3528"
"350140","350081","17","3512"
"350175","350382","2","3341"
"350181","350158","7","789"
"350124","350213","8","3439"
"350099","350185","3","1443"
"350035","350205","17","3255"
"350156","350395","17","3044"
"350191","350041","3","2734"
"350096","350233","12","3462"
"350154","350145","8","607"
"350180","650417","9","947"
"350071","350374","9","1460"
"350093","350375","17","2094"
"350165","350372","16","2922"
"350032","350378","17","2051"
"350162","350060","18","1171"
"350111","350102","7","634"
"350132","350168","6","145"
"350153","350296","6","3502"
"350042","350378","14","2710"
"350026","350038","14","2084"
"350091","350392","6","1115"
"350151","350391","11","632"
"350078","350070","6","1400"
"350002","350385","12","3299"
"350134","350282","10","1781"
"350137","350302","8","2064"
"350159","350171","1","862"
"350033","350309","18","2277"
"350196","350359","14","452"
"350123","350131","20","1573"
"464386","350322","8","1438"
"350102","350292","4","1688"
"350146","433648","16","239"
"350079","350074","2","3340"
"433648","350331","22","981"
"350022","350360","6","2514"
"350018","350107","16","2718"
"350070","350068","9","3273"
"350157","350167","11","990"
"397902","350189","13","3080"
"350001","350351","12","1468"
"350108","350099","2","644"
"350024","350150","19","153"
"350073","350102","14","2820"
"350063","350361","18","1462"
"350098","350097","9","2702"
"350045","350054","5","1344"
"350177","350262","20","617"
"350034","350029","2","2539"
"350172","350171","4","78"
"350139","491615","10","347"
"350074","350395","9","3495"
"350107","350095","2","1846"
"350128","350118","14","1082"
"350170","350179","20","249"
"350140","350135","7","2360"
"350175","350209","19","758"
"350181","350167","1","1234"
"350124","350125","7","2673"
"350099","350093","17","3229"
"350035","350067","10","422"
"350029","350337","1","612"
"350191","350137","12","2393"
"350096","350375","18","1826"
"350154","350146","4","2865"
"350180","350151","6","891"
"350071","433648","2","3158"
"350093","350179","9","3237"
"350165","350061","13","1004"
"350032","350395","2","3543"
"350162","350341","9","392"
"350132","350133","4","2759"
"350153","350154","16","2676"
"350042","350389","2","1823"
"350091","350393","19","3077"
"350151","350149","11","808"
"350078","350082","10","2500"
"350002","350390","9","2395"
"350134","350067","18","2272"
"350137","350398","19","3244"
"350159","350267","11","2043"
"350033","350071","2","487"
"350196","350036","13","2252"
"350123","350323","18","1779"
"464386","350095","8","3578"
"350102","350269","5","1119"
"350064","350069","13","1194"
"350079","350320","11","1910"
"433648","350343","11","1499"
"350022","350391","10","2200"
"350018","350019","7","488"
"350070","350291","9","1936"
"350157","350013","15","1108"
"397902","350192","6","595"
"350001","350071","13","2755"
"350108","350153","18","2185"
"350024","350300","11","1250"
"350073","350175","7","1098"
"350063","350188","15","3210"
"350045","350031","18","2477"
"350177","350089","8","2816"
"350034","350033","15","5044"
"350007","350015","6","159"
"350051","350145","14","1539"
"350107","350218","17","821"
"350170","350383","17","588"
"350140","350058","16","3464"
"350181","350170","9","405"
"350124","350398","19","2868"
"350035","350259","13","2335"
"350029","350026","14","2741"
"350191","350233","7","213"
"350096","350091","9","2926"
"350154","350147","14","3052"
"350180","350374","7","1793"
"350071","350036","10","3357"
"350093","350156","20","2929"
"350165","350099","12","1089"
"350032","357758","7","169"
"350162","350084","6","1897"
"350132","350014","14","2892"
"350153","350127","4","307"
"350042","350393","16","2683"
"350091","397902","1","2443"
"350151","350030","16","276"
"350078","350074","10","714"
"350002","350392","11","2890"
"350134","350259","17","460"
"350137","350310","20","143"
"350159","350148","7","1469"
"350033","350048","4","2211"
"350196","350186","15","715"
"350123","350135","17","1539"
"464386","397902","8","1502"
"350064","350119","4","3029"
"350079","350028","1","2097"
"433648","350266","12","2682"
"350022","350394","20","516"
"350018","350242","5","3177"
"350070","350076","14","2268"
"350157","350159","17","1400"
"397902","350202","1","3295"
"350001","350025","17","514"
"350024","350031","9","426"
"350073","350160","16","3061"
"350063","350069","3","1428"
"350045","350085","1","1000"
"350177","350297","12","438"
"350034","350041","13","1594"
"350007","350004","13","1753"
"350051","350049","13","2489"
"350170","350018","12","1995"
"350140","350154","7","953"
"350181","350171","1","2717"
"350124","350129","3","3364"
"350035","350032","10","69"
"350029","350249","6","856"
"350191","350341","19","3080"
"350096","350049","3","1679"
"350154","350148","16","3146"
"350180","350147","5","2419"
"350071","350294","12","3187"
"350093","350068","4","205"
"350165","350130","16","396"
"350032","433648","18","288"
"350162","350007","25","1894"
"350132","350141","5","893"
"350153","350139","17","3354"
"350042","650417","8","1373"
"350091","489312","15","1308"
"350151","350222","10","2254"
"350078","350032","4","3005"
"350002","357758","3","3097"
"350134","350140","9","1004"
"350137","350360","14","566"
"350159","350167","1","2808"
"350196","350240","8","425"
"350123","350112","18","600"
"350064","350054","15","2915"
"350079","350082","17","2924"
"350083","350002","2","1339"
"350018","350165","13","1905"
"350070","350322","19","3020"
"350157","350163","6","1922"
"397902","350211","5","2091"
"350001","350002","16","460"
"350024","350223","4","3437"
"350073","350352","15","2922"
"350063","350123","17","2702"
"350045","350050","2","227"
"350034","350060","20","229"
"350007","350008","9","3559"
"350051","350053","15","2925"
"350181","350172","20","1379"
"350124","350283","1","2274"
"350029","350299","8","847"
"350191","350114","16","1907"
"350096","350164","5","1751"
"350154","350149","14","2144"
"350180","350113","18","800"
"350071","350067","15","2640"
"350093","350087","17","665"
"350144","350019","8","3518"
"350162","350295","2","899"
"350132","350345","19","3"
"350153","350158","13","2035"
"350066","350203","1","3403"
"350127","350372","19","3"
"350151","397902","17","3279"
"350078","350086","8","1410"
"350097","350035","20","210"
"350134","576832","7","3018"
"350137","350260","2","541"
"350159","350102","20","1432"
"350196","350198","7","2593"
"350123","650417","7","2686"
"350064","350073","6","2642"
"350079","350370","1","3346"
"350083","350010","20","414"
"350018","350315","19","436"
"350070","350157","10","3371"
"350157","350148","4","1290"
"397902","350218","16","2085"
"350001","350245","5","2183"
"350024","350235","17","1780"
"350073","350364","2","3572"
"350063","350088","16","954"
"350045","350350","11","3325"
"350034","350210","3","3369"
"350007","350012","11","1059"
"350051","350265","18","3488"
"350181","350173","2","2503"
"350124","350206","18","1141"
"350029","350030","20","2972"
"350191","350306","12","2779"
"350096","350095","2","1054"
"350154","350150","7","1653"
"350180","350186","8","150"
"350071","350313","19","1455"
"350093","350310","15","223"
"350144","350142","15","3086"
"350162","350161","13","229"
"350132","350091","4","3049"
"350153","350358","2","541"
"350066","350288","19","1600"
"350127","350145","3","2687"
"350151","350153","19","1716"
"350078","350071","13","2518"
"350097","350055","11","3468"
"350137","350368","3","3371"
"350159","350152","15","3145"
"350196","350121","4","80"
"350123","350116","13","308"
"350064","350058","1","233"
"350079","350078","9","2480"
"350083","350019","14","3422"
"350018","350150","18","515"
"350070","350130","8","2600"
"350157","350152","4","879"
"397902","350219","5","1181"
"350001","350114","9","3275"
"350024","350104","2","861"
"350073","350072","3","1561"
"350063","350119","9","873"
"350045","350058","11","3200"
"350034","350037","7","1432"
"350007","350001","6","1789"
"350051","350046","9","2325"
"350181","350174","10","890"
"350124","350260","16","769"
"350029","397902","6","547"
"350191","350291","13","1623"
"350096","350099","8","1918"
"350154","350151","13","4330"
"350180","350013","20","2262"
"350071","350075","5","809"
"350093","350383","5","253"
"350144","350154","19","353"
"350162","350361","16","367"
"350132","350145","16","3449"
"350153","350143","7","3508"
"350066","350061","8","2906"
"350127","350349","20","992"
"350151","350288","11","577"
"350078","350067","17","2230"
"350097","350081","9","617"
"350137","350045","10","1296"
"350159","350225","19","1949"
"350196","350367","13","2730"
"350123","350124","2","2765"
"350064","350062","8","398"
"350079","350055","10","1552"
"350083","350043","16","2320"
"350018","350342","2","690"
"350070","350234","19","2569"
"350157","350033","16","2544"
"397902","350242","2","2715"
"350001","350368","4","2665"
"350024","350254","3","2062"
"350073","350068","19","2393"
"350063","350215","7","499"
"350045","350035","8","82"
"350034","350187","19","1671"
"350007","350009","19","2292"
"350051","350050","6","766"
"350181","350175","20","1114"
"350124","350118","5","1631"
"350029","350080","10","2174"
"350191","350022","11","386"
"350096","464386","1","2660"
"350154","350152","9","3493"
"350180","350205","12","740"
"350071","350390","4","2743"
"350093","350091","9","377"
"350144","350346","20","3456"
"350162","350146","7","2282"
"350132","350122","9","773"
"350153","350162","9","2373"
"350066","350361","1","3153"
"350127","350326","4","1219"
"350151","350150","18","3218"
"350078","350079","17","1356"
"350097","350089","10","1534"
"350137","350141","1","62"
"350159","350010","5","1504"
"350196","350194","13","1292"
"350123","350293","12","3058"
"350064","350066","13","2542"
"350079","350205","2","1851"
"350083","350049","20","3010"
"350018","350300","10","407"
"350070","350073","4","1254"
"350157","350279","17","3330"
"397902","350243","6","1555"
"350001","350076","6","731"
"350024","350016","10","3437"
"350073","350064","3","3049"
"350063","350054","1","932"
"350045","350181","17","5"
"350034","350314","5","1194"
"350007","350005","7","827"
"350051","350323","16","2009"
"350181","350176","26","1932"
"350124","350295","3","3592"
"350029","350034","5","3322"
"350191","350364","4","1373"
"350096","350280","19","2658"
"350154","350153","4","2986"
"350180","357758","5","1038"
"350071","357758","6","651"
"350093","350241","4","3195"
"350144","350150","6","703"
"350162","350004","19","2754"
"350132","350022","12","176"
"350153","350216","9","937"
"350066","350069","8","3125"
"350127","350130","3","1697"
"350151","350373","7","1851"
"350078","350152","19","953"
"350097","350091","18","6500"
"350137","350364","3","3304"
"350159","350156","18","839"
"350196","350302","19","2091"
"350123","350120","1","3290"
"350064","350074","3","3458"
"350079","350309","6","1071"
"350083","350069","10","1516"
"350018","350223","32","3873"
"350070","350069","13","3554"
"350157","350010","5","2324"
"397902","350255","5","461"
"350001","350095","5","261"
"350024","350262","12","1947"
"350073","350076","9","2175"
"350045","350043","6","2368"
"350034","350045","10","2503"
"350007","350013","2","223"
"350051","350054","4","1229"
"350181","350177","5","3301"
"350124","350122","18","64"
"350029","350238","1","547"
"350191","350226","2","196"
"350096","350092","2","3001"
"350154","350155","2","2529"
"350180","350182","5","3115"
"350071","350225","5","2095"
"350093","350295","17","2688"
"350144","350146","17","393"
"350162","350023","19","1223"
"350132","350130","5","276"
"350153","350147","12","1073"
"350066","350311","17","695"
"350127","350392","14","1253"
"350151","350008","6","950"
"350078","350075","15","3545"
"350097","350092","11","834"
"350137","350126","19","2077"
"350159","350164","13","2147"
"350196","350156","1","3534"
"350123","350132","2","2219"
"350064","350070","5","589"
"350079","350194","10","1798"
"350083","350070","3","1749"
"350018","350154","2","2507"
"350070","350143","17","1748"
"350157","350160","1","482"
"397902","350260","10","2697"
"350001","350341","17","2225"
"350024","350312","14","3229"
"350073","350149","14","367"
"350045","350039","13","3411"
"350034","350022","16","2898"
"350007","350036","6","2393"
"350051","350058","15","829"
"350181","350179","3","3383"
"350124","350126","6","637"
"350029","350192","37","3538"
"350191","350322","12","7063"
"350096","350338","3","681"
"350154","350156","5","2898"
"350180","350286","19","1389"
"350071","350375","6","1542"
"350093","350314","22","4084"
"350144","350158","20","2987"
"350162","350127","10","675"
"350132","350341","10","806"
"350153","350166","7","1634"
"350066","350019","4","772"
"350127","350023","14","1946"
"350151","350377","13","2340"
"350078","350033","5","2670"
"350097","350093","7","3553"
"350137","350049","7","3001"
"350159","350141","6","1418"
"350196","350206","21","5393"
"350123","350128","8","348"
"350064","350155","19","341"
"350079","350213","19","1721"
"350083","350071","14","1060"
"350018","350208","17","16"
"350070","350066","9","3220"
"350157","350083","14","935"
"397902","350288","1","2097"
"350001","350369","17","197"
"350024","350289","2","173"
"350073","397902","4","517"
"350045","350185","8","2635"
"350034","350241","1","948"
"350007","350144","1","3442"
"350051","650417","12","3411"
"350181","350180","13","305"
"350124","350130","20","1291"
"350029","350123","16","1668"
"350191","350280","16","3323"
"350096","350093","6","3096"
"350154","350157","6","1991"
"350180","350175","13","725"
"350071","350029","11","2091"
"350093","350099","4","411"
"350144","350400","9","3550"
